Name,Time,Artist,Album,Genre,Plays,Skips,Date Added,
Faithfully,4:26,Journey,Frontiers,Rock,13,5,"7/6/19, 11:51 PM","11/3/20, 5:47 PM"
Everywhere,3:42,Fleetwood Mac,Greatest Hits,Rock,21,4,"7/6/19, 11:41 PM","11/13/20, 10:01 PM"
The Joker,3:38,Steve Miller Band,Greatest Hits 1974-78,Rock,13,9,"7/6/19, 11:41 PM","10/12/20, 5:52 AM"
Beast Of Burden,4:25,The Rolling Stones,Some Girls,Rock,12,7,"7/6/19, 11:40 PM","11/30/20, 12:03 PM"
Casey Jones,4:25,Grateful Dead,The Very Best of Grateful Dead,Rock,15,8,"7/6/19, 11:40 PM","12/16/20, 3:00 PM"
Yesterday,2:05,The Beatles,Help!,Easy Listening,30,2,"7/6/19, 11:39 PM","11/17/20, 6:21 PM"
I Want To Hold Your Hand,2:26,The Beatles,Please Please Me,Rock,10,3,"7/6/19, 11:37 PM","10/29/20, 7:39 PM"
American Pie,8:37,Don Mclean,American Pie,Rock,23,5,"7/6/19, 11:36 PM","11/2/20, 10:38 AM"
Your Song,4:04,Elton John,Elton John,Easy Listening,15,6,"7/6/19, 11:32 PM","12/5/20, 6:27 PM"
Falling like the Stars,3:32,James Arthur,Falling like the Stars - Single,Folk,11,7,"7/6/19, 11:30 PM","10/13/20, 8:13 PM"
Lift Yourself,2:28,Kanye West,Lift Yourself - Single,Hip Hop/Rap,27,7,"7/6/19, 11:22 PM","10/27/20, 5:20 PM"
Live Well,4:11,Palace,So Long Forever,Indie,12,8,"7/6/19, 11:22 PM","11/26/20, 1:29 AM"
COMPLEXITIES,3:51,Daniel Caesar,Case Study 01,R&B,12,4,"7/6/19, 11:17 PM","10/31/20, 2:01 AM"
TOO DEEP TO TURN BACK,5:19,Daniel Caesar,Case Study 01,R&B,10,5,"7/6/19, 11:12 PM","9/30/20, 5:32 PM"
RESTORE THE FEELING,3:34,Daniel Caesar,Case Study 01,R&B,12,3,"7/6/19, 11:11 PM","11/13/20, 11:42 AM"
OPEN UP,4:26,Daniel Caesar,Case Study 01,R&B,34,7,"7/6/19, 11:10 PM","11/6/20, 1:12 AM"
CYANIDE,3:15,Daniel Caesar,Case Study 01,R&B,7,6,"7/6/19, 11:09 PM","9/26/20, 8:04 PM"
ENTROPY,4:21,Daniel Caesar,Case Study 01,R&B,11,10,"7/6/19, 11:08 PM","10/24/19, 12:45 AM"
LOVE AGAIN ft. Brandy,3:34,Daniel Caesar,Case Study 01,R&B,18,14,"7/6/19, 11:08 PM","10/31/20, 2:27 AM"
Public Service Announcement,2:53,Jay-Z,The Black Album,Rap,8,10,"6/24/19, 2:46 PM","10/29/20, 9:11 AM"
Izzo (H.O.V.A.),4:01,Jay-Z,The Blueprint,Rap,17,8,"6/24/19, 2:46 PM","10/29/20, 9:05 AM"
U Don't Know,3:19,Jay-Z,The Blueprint,Rap,12,3,"6/24/19, 2:46 PM","10/29/20, 9:08 AM"
wish you were gay,3:42,Billie Eilish,"When We All Fall Asleep, Where Do We Go",Indie,31,7,"6/24/19, 2:40 PM","11/24/20, 5:55 PM"
xanny,4:04,Billie Eilish,"When We All Fall Asleep, Where Do We Go",Indie,9,14,"6/24/19, 2:38 PM","11/10/20, 8:03 PM"
Hola Hovito,4:33,Jay-Z,The Blueprint,Rap,4,5,"6/24/19, 2:02 PM","11/5/19, 11:36 AM"
Sanctuary,3:00,Joji,Sanctuary - Single,Indie,44,4,"6/22/19, 5:48 PM","11/10/20, 10:35 AM"
SLOW DANCING IN THE DARK,3:30,Joji,BALLADS 1,Indie,21,11,"6/22/19, 5:47 PM","10/25/20, 3:04 AM"
All Falls Down ft. Syleena Johnson,3:44,Kanye West,The College Dropout,Hip Hop/Rap,7,5,"6/22/19, 5:46 PM","8/1/20, 4:38 PM"
Me & Your Mama,6:20,Childish Gambino,"Awaken, My Love!",R&B,4,9,"6/22/19, 5:46 PM","10/26/20, 5:44 PM"
Zombies,4:42,Childish Gambino,"Awaken, My Love!",R&B,13,4,"6/22/19, 5:43 PM","12/12/20, 6:08 PM"
California,2:46,Childish Gambino,"Awaken, My Love!",R&B,18,6,"6/22/19, 5:43 PM","3/21/20, 3:59 PM"
Cancion del Mariachi,2:07,Antonio Banderas & Los Lobos,Desperado: The Soundtrack,Latin,13,7,"6/22/19, 5:40 PM","11/13/20, 12:47 PM"
Mrs. Robinson,4:04,Simon & Garfunkel,Bookends,Easy Listening,11,10,"6/22/19, 5:40 PM","11/22/20, 2:34 AM"
Heartbreak Hotel,2:09,Elvis Presley,The Essential Elvis Presley (Remastered),Oldie,3,11,"6/22/19, 5:38 PM","2/9/20, 10:26 PM"
We Don't Care,4:00,Kanye West,The College Dropout,Hip Hop/Rap,21,7,"6/22/19, 5:38 PM","12/5/20, 2:28 PM"
School Spirit,3:02,Kanye West,The College Dropout,Hip Hop/Rap,9,11,"6/22/19, 5:36 PM","10/27/20, 4:53 PM"
Family Business,4:39,Kanye West,The College Dropout,Hip Hop/Rap,27,8,"6/22/19, 5:36 PM","11/1/20, 12:40 PM"
Champion,2:48,Kanye West,Graduation,Hip Hop/Rap,14,13,"6/22/19, 5:35 PM","11/18/20, 5:33 PM"
Diamonds From Sierra Leone (Remix) ft. Jay-Z,3:54,Kanye West,Late Registration,Hip Hop/Rap,6,7,"6/22/19, 5:35 PM","9/30/20, 3:06 PM"
I Wonder,4:04,Kanye West,Graduation,Hip Hop/Rap,11,7,"6/22/19, 5:35 PM","12/10/20, 10:25 AM"
Flashing Lights,3:58,Kanye West,Graduation,Hip Hop/Rap,10,6,"6/22/19, 5:34 PM","12/5/20, 2:34 PM"
Everything I Am,3:48,Kanye West,Graduation,Hip Hop/Rap,24,2,"6/22/19, 5:34 PM","11/20/20, 6:05 PM"
The Glory,3:33,Kanye West,Graduation,Hip Hop/Rap,2,10,"6/22/19, 5:33 PM","11/11/20, 5:10 PM"
Ultralight Beam,5:26,Kanye West,The Life Of Pablo,Hip Hop/Rap,29,4,"6/22/19, 5:31 PM","11/9/20, 8:41 PM"
Dark Fantasy,4:41,Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap,15,8,"6/22/19, 5:30 PM","10/16/20, 6:26 PM"
Ghost Town,4:31,Kanye West,Ye,Hip Hop/Rap,118,7,"6/22/19, 5:29 PM","12/11/20, 10:45 AM"
Terrified,4:16,Childish Gambino,"Awaken, My Love!",R&B,12,6,"6/22/19, 5:28 PM","10/31/20, 1:35 PM"
Baby Boy,6:22,Childish Gambino,"Awaken, My Love!",R&B,9,9,"6/22/19, 5:27 PM","10/31/20, 4:23 AM"
S.W.A.N. ft. Xavier Omar,3:19,Bobby Feeno,A Late February - EP,Hip Hop/Rap,49,10,"6/7/19, 7:40 PM","10/12/20, 8:29 AM"
Life In The City,4:16,The Lumineers,III,Folk,33,7,"6/7/19, 11:16 AM","11/26/20, 2:31 AM"
At Your Best (You Are Love),5:21,Frank Ocean,Endless,R&B,25,8,"6/6/19, 11:52 PM","12/11/20, 9:53 PM"
Higgs,3:39,Frank Ocean,Endless,R&B,21,17,"6/6/19, 8:34 PM","3/9/20, 1:33 AM"
Rushes,3:26,Frank Ocean,Endless,R&B,96,16,"6/6/19, 8:33 PM","12/27/20, 8:51 PM"
Wiseman,3:53,Frank Ocean,Wiseman - Single,R&B,105,10,"6/6/19, 8:24 PM","11/13/20, 6:00 PM"
Slide on Me,3:07,Frank Ocean,Endless,R&B,29,26,"6/6/19, 8:22 PM","11/2/20, 9:19 AM"
U-N-I-T-Y,2:54,Frank Ocean,Endless,R&B,30,6,"6/6/19, 8:17 PM","12/16/20, 2:02 PM"
The Way ft. Mac Miller,3:44,Ariana Grande,Yours Truly,Pop,21,17,"6/6/19, 7:09 PM","11/28/20, 6:51 PM"
SMUCKERS,5:34,"Tyler, The Creator",Cherry Bomb,Hip Hop/Rap,12,21,"6/6/19, 7:08 PM","10/31/20, 8:16 PM"
Put You On,3:46,Amber Mark & DRAM,Put You On - Single,R&B,42,7,"6/6/19, 7:07 PM","11/27/20, 2:27 PM"
FIND YOUR WINGS,2:59,"Tyler, The Creator",Cherry Bomb,Hip Hop/Rap,60,10,"6/6/19, 7:06 PM","8/29/20, 1:17 PM"
Oldie,10:36,Odd Future,The OF Tape Vol. 2,Hip Hop/Rap,21,15,"6/5/19, 12:17 PM","10/7/20, 6:15 PM"
IGOR'S THEME,2:31,"Tyler, The Creator",IGOR,Hip Hop/Rap,25,8,"6/5/19, 10:50 AM","11/11/20, 5:58 PM"
I DON'T LOVE YOU ANYMORE,2:41,"Tyler, The Creator",IGOR,Hip Hop/Rap,11,9,"6/5/19, 10:47 AM","10/8/20, 9:29 AM"
Yonkers,3:05,"Tyler, The Creator",Goblin,Hip Hop/Rap,28,16,"6/4/19, 11:30 PM","10/20/20, 6:15 PM"
911 / Mr. Lonely,4:16,"Tyler, The Creator",Flower Boy,Hip Hop/Rap,19,8,"6/4/19, 11:26 PM","10/14/20, 9:03 PM"
See You Again ft. Kali Uchis,3:01,"Tyler, The Creator",Flower Boy,Hip Hop/Rap,74,5,"6/4/19, 11:22 PM","10/28/20, 11:37 AM"
FUCKING YOUNG / PERFECT,6:42,"Tyler, The Creator",Cherry Bomb,Hip Hop/Rap,13,9,"6/4/19, 11:22 PM","5/13/20, 9:25 AM"
Boredom,5:21,"Tyler, The Creator",Flower Boy,Hip Hop/Rap,18,21,"6/4/19, 11:21 PM","12/16/20, 2:40 PM"
EARFQUAKE,3:10,"Tyler, The Creator",IGOR,Hip Hop/Rap,29,8,"6/4/19, 11:21 PM","11/18/20, 12:52 PM"
Un Poco Loco,1:53,Anthony Gonzalez & Gael García Bernal,Coco (Original Motion Picture Soundtrack),Latin,39,9,"5/28/19, 12:02 AM","10/12/20, 7:24 AM"
Heart Of The City (Ain't No Love),4:03,Jay-Z,The Blueprint,Rap,8,20,"5/22/19, 11:43 AM","11/10/20, 8:07 PM"
Bagels,4:12,Kota the Friend,FOTO,Hip Hop/Rap,12,18,"5/22/19, 11:42 AM","11/4/20, 7:25 PM"
Sedona,3:26,Kota the Friend,FOTO,Hip Hop/Rap,12,7,"5/22/19, 11:41 AM","11/18/20, 11:50 AM"
PUPPET,2:59,"Tyler, The Creator",IGOR,Hip Hop/Rap,77,10,"5/22/19, 11:36 AM","10/27/20, 6:35 PM"
ARE WE STILL FRIENDS,4:26,"Tyler, The Creator",IGOR,Hip Hop/Rap,46,3,"5/22/19, 11:36 AM","11/29/20, 8:47 AM"
"GONE, GONE THANK YOU",6:16,"Tyler, The Creator",IGOR,Hip Hop/Rap,15,8,"5/22/19, 11:34 AM","11/18/20, 12:39 PM"
A BOY IS A GUN,3:30,"Tyler, The Creator",IGOR,Hip Hop/Rap,19,12,"5/22/19, 11:34 AM","10/8/20, 9:18 AM"
NEW MAGIC WAND,3:16,"Tyler, The Creator",IGOR,Hip Hop/Rap,15,17,"5/22/19, 11:33 AM","10/8/20, 9:15 AM"
RUNNING OUT OF TIME,2:57,"Tyler, The Creator",IGOR,Hip Hop/Rap,53,7,"5/22/19, 11:33 AM","11/18/20, 5:47 PM"
I THINK,3:32,"Tyler, The Creator",IGOR,Hip Hop/Rap,75,21,"5/22/19, 11:32 AM","11/3/20, 6:36 PM"
Duke of Earl,2:28,Gene Chandler,20 Best of Doo Wop,Oldie,52,12,"5/22/19, 11:31 AM","1/9/21, 1:50 PM"
We Belong Together,2:00,Los Lobos,La Bamba,Easy Listening,41,4,"5/22/19, 11:31 AM","11/22/20, 9:14 PM"
Holding Out for a Hero,5:50,Bonnie Tyler,Footloose (Original Motion Picture Soundtrack),Pop,2,14,"5/22/19, 11:31 AM","12/9/20, 6:28 PM"
Church,4:23,Kota the Friend,FOTO,Hip Hop/Rap,6,16,"5/22/19, 11:29 AM","4/5/20, 3:30 PM"
Call me,2:07,90sFlav,Collection,Lofi,31,8,"5/22/19, 11:29 AM","9/30/20, 7:09 PM"
River,4:00,Leon Bridges,Coming Home (Deluxe),Easy Listening,15,12,"5/22/19, 11:27 AM","10/19/20, 2:19 PM"
Sh-Boom,2:26,The Chords,"Doo Wop Classics, Vol. 6",Oldie,13,11,"5/22/19, 11:26 AM","11/24/20, 1:34 PM"
I Don't Want to Set the World on Fire,3:06,The Ink Spots,20th Century Masters: The Millennium Collection: Best Of the Ink Spots,Oldie,24,13,"5/22/19, 11:21 AM","11/12/20, 11:22 AM"
Pilot Jones,3:04,Frank Ocean,Channel Orange,R&B,19,14,"5/22/19, 11:19 AM","11/4/20, 5:38 PM"
Super Rich Kids,5:05,Frank Ocean,Channel Orange,R&B,17,20,"5/22/19, 11:17 AM","9/22/20, 5:30 PM"
Nikes,5:14,Frank Ocean,Blonde,R&B,94,14,"5/22/19, 11:13 AM","12/16/20, 1:59 PM"
Friends,3:11,Ed Sheeran,Don't - EP,Easy Listening,40,8,"5/22/19, 11:03 AM","9/26/20, 8:15 AM"
Futura Free,4:44,Frank Ocean,Blonde,R&B,30,19,"5/22/19, 11:00 AM","11/24/20, 3:57 PM"
Nights,5:07,Frank Ocean,Blonde,R&B,63,25,"5/22/19, 10:59 AM","12/1/20, 6:17 PM"
Under Pressure,4:06,Queen & David Bowie,"The Platinum Collection (Greatest Hits I, II, III)",Rock,7,5,"5/22/19, 10:57 AM","11/28/20, 10:57 AM"
She Belongs To The Game,4:08,Troy Ave,Album of The Summer,Hip Hop/Rap,12,8,"5/22/19, 10:55 AM","11/29/20, 2:07 AM"
Our House,3:22,Madness,Madness,Pop,17,19,"5/22/19, 9:16 AM","10/5/20, 3:34 PM"
Family and Genus,4:38,Shakey Graves,And the War Came,Alternative,52,13,"5/22/19, 9:16 AM","1/8/21, 11:25 PM"
(Escape) The Pina Colada Song,4:38,Rupert Holmes,Throwback Tunes: 70s,Pop,8,13,"5/22/19, 9:15 AM","10/23/20, 11:28 PM"
Mr. Lonely,2:39,Bobby Vinton,The Best of Bobby Vinton,Oldie,22,6,"5/22/19, 9:12 AM","1/8/21, 11:21 PM"
Man in the Mirror,5:19,Michael Jackson,The Essential Michael Jackson,Pop,15,5,"5/22/19, 9:10 AM","10/12/20, 9:27 AM"
Countdown,3:32,Beyonce,4 (Expanded Edition),Pop,18,7,"5/22/19, 9:07 AM","12/3/20, 9:50 AM"
Waste Man,3:27,Maurice Moore,The Amber Room,R&B,23,7,"5/22/19, 9:06 AM","12/4/20, 11:22 AM"
Having Fun,3:39,Maurice Moore,The Amber Room,R&B,10,16,"5/22/19, 8:57 AM","8/15/20, 6:04 PM"
In The Air Tonight,5:36,Phil Collins,Face Value (Deluxe Edition),Rock,11,7,"5/22/19, 8:54 AM","12/17/20, 10:09 AM"
Caught In The Fire,2:49,Bazzi,Caught In The Fire - Single,Pop,33,3,"5/22/19, 8:53 AM","11/2/20, 12:14 PM"
ball w/o you,3:15,21 Savage,i am > i was,Hip Hop/Rap,15,14,"5/22/19, 8:52 AM","11/24/20, 1:37 PM"
Bad Religion,2:56,Frank Ocean,Channel Orange,R&B,45,13,"5/22/19, 8:50 AM","10/25/20, 2:10 AM"
Always Be My Baby,4:13,Mariah Carey,Daydream,Pop,29,11,"5/22/19, 8:49 AM","12/11/20, 1:30 PM"
"Biking ft. Jay Z & Tyler, The Creator",4:38,Frank Ocean,"Biking (feat. JAY Z & Tyler, The Creator) - Single",R&B,17,6,"5/22/19, 8:48 AM","6/9/20, 11:22 AM"
Thotline,2:53,Maurice Moore,The Amber Room,R&B,14,9,"5/22/19, 8:47 AM","11/24/20, 5:46 PM"
C'est La Vie,3:00,Maurice Moore,C'est La Vie - Single,R&B,10,7,"5/22/19, 8:45 AM","11/30/20, 4:42 PM"
In Your Eyes,5:26,Peter Gabriel,So (Special Edition),Rock,15,8,"5/22/19, 8:41 AM","12/7/20, 6:49 PM"
I Melt With You,3:56,Modern English,Pillow Lips,Rock,11,5,"5/22/19, 8:38 AM","11/21/20, 5:38 PM"
Don't Know Why,3:12,Norah Jones,Come Away with Me,Easy Listening,56,9,"4/20/19, 9:32 PM","12/9/20, 6:10 PM"
Pink + White,3:05,Frank Ocean,Blonde,Alternative,54,14,"4/20/19, 2:04 PM","12/11/20, 8:43 PM"
comethru ft. Bea Miller,3:03,Jeremy Zucker,comethru (feat. Bea Miller) - Single,Pop,109,9,"4/20/19, 12:17 PM","11/13/20, 7:13 PM"
Paris In The Rain,3:25,Lauv,I met you when I was 18. (the playlist),Pop,8,16,"4/20/19, 11:49 AM","8/22/20, 10:53 AM"
Frozen,4:05,Sabrina Claudio,About Time,R&B,29,10,"4/19/19, 2:10 AM","10/25/20, 5:50 PM"
Confidently Lost,3:27,Sabrina Claudio,Confidently Lost,R&B,34,13,"4/19/19, 2:08 AM","10/17/20, 7:10 PM"
Unravel Me,4:05,Sabrina Claudio,About Time,R&B,26,20,"4/19/19, 2:07 AM","7/31/20, 11:12 PM"
Remember Me,1:16,"Gael García Bernal, Gabriella Flores & Libertad García Fonzi",Coco (Original Motion Picture Soundtrack),Easy Listening,70,22,"4/19/19, 2:01 AM","11/1/20, 9:15 AM"
Birdie,4:09,Kota the Friend,Birdie - Single,Hip Hop/Rap,39,16,"4/19/19, 1:56 AM","1/9/21, 12:40 AM"
Sorry,3:52,Beyonce,Lemonade,Pop,7,22,"4/19/19, 1:54 AM","8/25/20, 11:54 PM"
Streetcar,4:07,Daniel Caesar,Pilgrim's Paradise - EP,Easy Listening,41,22,"4/19/19, 1:49 AM","12/2/20, 12:25 AM"
Life Is A Highway,4:37,Rascal Flatts,Cars (Original Motion Picture Soundtrack),Rock,7,24,"4/19/19, 1:45 AM","12/16/20, 2:44 PM"
Baba O'Riley,5:01,The Who,Who's Next,Rock,21,17,"4/19/19, 1:44 AM","11/12/20, 5:57 PM"
Hijo De Su Madre,2:58,Omar Apollo,Stereo,Alternative,9,17,"4/19/19, 1:43 AM","10/25/20, 6:51 PM"
Blessed,4:00,Daniel Caesar,Freudian,R&B,4,21,"4/19/19, 1:41 AM","12/9/19, 5:34 PM"
A Song About Being Sad,2:16,Rex Orange County,Bcos U Will Never B Free,Alternative,11,15,"4/19/19, 1:39 AM","12/9/20, 8:20 PM"
Honesty,3:11,Pink Sweat$,Honesty - Single,R&B,25,16,"4/19/19, 1:37 AM","10/31/20, 1:57 AM"
Grey Luh,4:21,Berhana,Berhana - EP,R&B,21,26,"4/12/19, 11:50 AM","9/13/20, 8:17 PM"
Paradise,2:48,Bazzi,Paradise,Pop,106,12,"4/12/19, 10:07 AM","12/15/20, 3:39 PM"
"Leaving, On a Jet Plane",4:06,John Denver,Rhymes & Reasons,Folk,36,12,"4/12/19, 10:03 AM","11/24/20, 11:55 PM"
Bluffin',3:19,Khalid,Free Spirit,Pop,36,21,"4/12/19, 10:01 AM","10/13/20, 8:06 PM"
Twenty One,3:04,Khalid,Free Spirit,Pop,13,14,"4/12/19, 10:00 AM","10/12/20, 7:54 AM"
Moon River,3:08,Frank Ocean,Moon River - Single,R&B,78,21,"4/12/19, 9:59 AM","12/6/20, 12:01 AM"
Ivy,4:09,Frank Ocean,Blonde,R&B,70,29,"4/12/19, 9:57 AM","11/29/20, 8:54 AM"
Solo,4:18,Frank Ocean,Blonde,R&B,100,14,"4/12/19, 9:57 AM","12/3/20, 11:34 AM"
Skyline To,3:05,Frank Ocean,Blonde,R&B,75,20,"4/12/19, 9:56 AM","1/9/21, 12:18 AM"
White Ferrari,4:09,Frank Ocean,Blonde,R&B,244,15,"4/12/19, 9:56 AM","12/15/20, 12:32 AM"
Stand By Me,3:03,Ben E. King,Don't Play That Song!,Oldie,53,19,"4/12/19, 9:53 AM","12/15/20, 6:04 PM"
Kickback,2:51,Omar Apollo,Friends,R&B,15,11,"4/12/19, 9:52 AM","9/30/20, 12:53 PM"
So Good,4:27,Omar Apollo,Friends,R&B,12,14,"4/12/19, 9:51 AM","12/5/20, 6:08 PM"
Remember Me,3:19,UMI,Remember Me - Single,R&B,20,10,"4/12/19, 9:46 AM","6/4/20, 10:15 AM"
Banana Pancakes,3:12,Jack Johnson,In Between Dreams (Bonus Track Version),Folk,11,19,"4/12/19, 9:46 AM","9/21/20, 12:49 PM"
Sleepwalk,2:21,Santo & Johnny,Sleepwalk (Remastered 2010) - Single,Oldie,54,26,"4/12/19, 9:43 AM","9/3/20, 12:02 AM"
Palm Trees,4:23,Surfaces,Palm Trees - Single,Pop,54,10,"4/12/19, 9:00 AM","12/13/20, 1:17 PM"
Friends,3:07,Omar Apollo,Friends,R&B,59,6,"4/12/19, 8:57 AM","1/9/21, 12:50 AM"
Stolen Moments,2:18,Cautious Clay,Blood Type,R&B,47,4,"4/12/19, 8:56 AM","12/17/20, 9:54 AM"
Every Breath You Take,4:12,The Police,The Very Best of Sting & The Police,Rock,28,18,"4/12/19, 8:55 AM","11/29/20, 8:05 PM"
Janet,3:25,Berhana,Berhana - EP,R&B,43,3,"4/12/19, 8:55 AM","8/15/20, 3:10 PM"
Billie Jean,4:53,Michael Jackson,Thriller,Pop,5,10,"4/12/19, 8:55 AM","10/18/20, 5:38 PM"
"If You Want To Sing Out, Sing Out",2:47,Cat Stevens,On the Road to Find Out,Folk,37,12,"4/12/19, 8:52 AM","10/25/20, 2:07 AM"
Godspeed,2:58,Frank Ocean,Blonde,R&B,82,11,"4/12/19, 8:34 AM","10/25/20, 12:35 AM"
Under,3:46,Mac Ayres,Something to Feel,R&B,21,17,"4/12/19, 8:33 AM","10/31/20, 2:19 AM"
Get to You Again,4:28,Mac Ayres,Something to Feel,R&B,30,11,"4/12/19, 8:33 AM","10/31/20, 2:24 AM"
The Devil's In The Details,2:58,Mac Ayres,Drive Slow,R&B,21,3,"4/12/19, 8:30 AM","10/31/20, 2:16 AM"
Any Way You Want Me (That's How I Will Be),2:14,Elvis Presley,Elvis' Golden Records,Oldie,22,17,"4/11/19, 11:01 PM","11/3/20, 4:17 PM"
I Will Survive,4:21,Gloria Gaynor,I Will Survive: The Anthology (Reissue),Disco,7,18,"4/11/19, 9:36 PM","12/4/20, 11:37 AM"
Rose,3:49,Jereena Montemayor,Rose - Single,Easy Listening,30,15,"3/31/19, 5:49 PM","10/31/20, 4:05 AM"
If I Ever Fall In Love,3:09,Shai,If I Ever Fall In Love,R&B,14,7,"3/31/19, 5:45 PM","12/3/20, 11:26 AM"
So Good ft. Khai Dreams,3:55,Forrest,So Good (feat. Khai Dreams) - Single,Alternative,37,14,"3/30/19, 3:54 PM","12/12/20, 5:35 PM"
Show Me How,3:43,Men I Trust,Show Me How - Single,Alternative,7,12,"3/30/19, 10:55 AM","10/31/20, 1:40 AM"
I'm Your Man,4:29,Spiritualized,And Nothing Hurt,Easy Listening,17,13,"3/30/19, 10:54 AM","9/26/20, 8:19 AM"
Chamber Of Reflection,3:52,Mac DeMarco,Salad Days,Alternative,17,11,"3/30/19, 10:37 AM","10/31/20, 4:09 AM"
I Might Need Security,4:01,Chance the Rapper,I Might Need Security - Single,Hip Hop/Rap,49,9,"3/17/19, 2:25 PM","12/16/20, 5:30 PM"
Self Control,4:10,Frank Ocean,Blonde,R&B,299,22,"3/17/19, 2:23 PM","1/9/21, 12:22 AM"
Like We Were The Last Two People On Earth,4:38,DJ PoolBoi,,Lofi,45,11,"3/17/19, 2:23 PM","10/16/20, 3:13 PM"
Sweet To Me,3:27,Summer Salt,Driving to Hawaii - EP,Alternative,20,18,"3/16/19, 2:11 PM","12/17/20, 11:24 AM"
Are You Bored Yet? ft. Clairo,2:58,Wallows,Nothing Happens,Alternative,35,14,"3/16/19, 8:56 AM","12/15/20, 2:24 PM"
Once Upon a Time,3:54,Jeff Bernat,Once Upon a Time - Single,Easy Listening,23,19,"3/16/19, 8:47 AM","5/13/20, 7:37 AM"
Changes,3:49,Jeff Bernat,Changes - Single,Easy Listening,11,7,"3/16/19, 8:44 AM","10/31/20, 12:13 AM"
Wrong About Forever,3:19,Jeff Bernat,She Loves Me Not - EP,Alternative,30,17,"3/16/19, 8:43 AM","11/4/20, 2:21 AM"
Nobody,3:33,Mac DeMarco,Here Comes the Cowboy,Alternative,68,17,"3/16/19, 12:19 AM","10/31/20, 2:50 AM"
Sometimes,5:13,HONNE,Love Me / Love Me Not,Alternative,13,15,"3/16/19, 12:15 AM","12/13/20, 8:00 PM"
Talk,3:19,Khalid,Talk - Single,Pop,37,22,"3/16/19, 12:13 AM","12/4/20, 12:15 AM"
"Flightless Bird, American Mouth",4:02,Iron & Wine,"The Twilight Saga: Breaking Dawn, Pt.1 (Original Motion Picture Soundtrack)",Easy Listening,107,11,"3/16/19, 12:11 AM","1/8/21, 11:04 PM"
Still,2:53,Seinabo Sey,Pretend,Easy Listening,28,23,"3/16/19, 12:10 AM","11/26/20, 1:34 AM"
Changes,2:45,Langhorne Slim & The Law,The Spirit Moves (Deluxe Edition),Easy Listening,43,10,"3/16/19, 12:07 AM","11/19/20, 1:15 PM"
Ashamed,3:29,Omar Apollo,Ashamed - Single,R&B,77,36,"3/16/19, 12:06 AM","11/2/20, 9:07 AM"
Sunday Candy,3:46,Donnie Trumpet & The Social Experiment,Surf,Hip Hop/Rap,12,11,"3/16/19, 12:03 AM","11/12/19, 10:22 AM"
"So Mean ft. mxmtoon, Samsa & love-sadkid",4:31,Afternoon,"So Mean (feat. mxmtoon, Samsa & love-sadkid) - SIngle",Hip Hop/Rap,10,15,"3/15/19, 11:53 PM","9/2/20, 6:08 PM"
Take Care,5:46,Beach House,Teen Dream,Alternative,23,17,"3/15/19, 11:52 PM","10/19/20, 9:17 AM"
Kiss Me,3:29,Sixpence None the Richer,Sixpence None the Richer,Pop,27,11,"3/3/19, 12:28 AM","12/8/20, 4:13 PM"
Malibu Sleep,3:10,Col3trane,Tsarina,Alternative,13,18,"3/3/19, 12:27 AM","10/28/20, 5:49 PM"
Penelope,4:35,Col3trane,Tsarina,Alternative,14,19,"3/3/19, 12:26 AM","8/29/20, 6:46 PM"
Frequency,3:17,Johnny Balik & Phil McClain,Frequency - Single,Pop,8,15,"3/3/19, 12:19 AM","5/29/20, 4:04 PM"
Old Fashioned,3:21,Bruno Major,Old Fashioned - Single,Easy Listening,59,12,"3/3/19, 12:18 AM","12/9/20, 6:22 PM"
Rivers and Roads,4:44,The Head and the Heart,The Head and the Heart,Easy Listening,53,21,"3/3/19, 12:17 AM","12/9/20, 2:51 PM"
I Could Fall In Love,4:27,Selena,Dreaming Of You,Latin,5,10,"3/3/19, 12:12 AM","11/28/20, 6:48 PM"
Lose Your Mind,3:32,So Many Wizards,Warm Nothing,Alternative,21,13,"3/3/19, 12:10 AM","11/28/20, 6:59 PM"
Hungry Eyes,4:10,Eric Carmen,Eric Carmen: The Definitive Collection,Pop,18,23,"3/3/19, 12:08 AM","11/4/20, 2:17 AM"
Lakehouse,4:33,Of Monsters And Men,My Head Is An Animal,Alternative,9,16,"3/3/19, 12:06 AM","11/4/20, 1:41 AM"
Act My Age,3:19,One Direction,FOUR (The Ultimate Edition),Pop,33,15,"3/3/19, 12:05 AM","11/14/20, 6:20 PM"
New House,3:19,Rex Orange County,New House - Single,Alternative,28,25,"2/16/19, 12:14 PM","10/10/20, 5:58 PM"
Who's Been Smoking You Out?,3:15,Danny and Alex,"Grand Slam, Thank You Ma'am - EP",Easy Listening,47,20,"2/16/19, 12:14 PM","11/3/20, 6:43 PM"
butterflies,3:16,Samsa,Butterflies - Single,Hip Hop/Rap,20,16,"2/16/19, 12:10 PM","9/12/20, 6:32 PM"
Cleopatra,3:21,The Lumineers,Cleopatra,Folk,28,24,"2/16/19, 12:10 PM","11/27/20, 8:51 AM"
I Always Knew,3:35,The Vaccines,Come of Age (Deluxe Edition),Alternative,40,9,"2/16/19, 12:04 PM","11/27/20, 8:58 AM"
Until We Get There,3:30,Lucius,Wildewoman,Alternative,48,20,"2/16/19, 12:03 PM","11/26/20, 1:57 AM"
